ser,country,q101,q102,q103,q2011,q2012,q2013,q2014,q2015,q202,q204,q205,q206,q207,q210,q211,q212,q2131,q2132,q2133,q2134,q2135,q214,q215,q216,q217,q219,q221,q222,q224,q2251,q2252,q226,q227,q228,q2301,q2302,q2311,q2312,q2321,q2322,q2323,q2324,q234,q235,q236,q237,q238,q239,q240,q241,q242,q243,q244,q2451,q2452,q2453,q2454,q2461,q2462,q2463,q2464,q2471,q2472,q2473,q2474,q2475,q2476,q248withoutpalestine,q248donlypalestine,q249withoutpalestine,q249onlypalestine,q2501,q2502,q2511,q2512,q2513,q2514,q252,q253,q254,q2551,q2552,q2553,q2554,q2561,q2562,q2563,q2564,q2565,q2571,q2572,q301,q3021,q3022,q3031,q3032,q3033,q304,q305,q306,q4011,q4012,q4013,q4014,q4021,q4022,q4023,q501,q5021,q5022,q5023,q5024,q5025,q5026,q503,q5041,q5042,q5043,q5044,q5045,q5046,q5051,q5052,q5053,q5054,q5055,q5056,q5057,q5061,q5062,q5063,q5071,q5072,q5073,q5074,q5075,q601,q602,q6031,q6032,q6033,q6034,q6035,q604,q605,q606,q607,q608,q609,q610,q611,q612,q6131,q6132,q6133,q701,q701agecategories,q702,q703,q703dichotomous,q704,q705,q706,q707,q708,q709,q710,q711,q712,q713,q714,q714a,q715withoutmorocco,q716withoutmorocco,V715onlymorocco,V716onlymorocco,q715incomedeciles,q716incomedeciles,q717
538,2,4,5,2,2,4,1,4,2,2,1,2,2,2,2,1,2,3,1,2,5,5,4,1,1,1,5,2,5,5,2,1,2, ,2,1,3,4,2,2,1,1,4,4,5,1,5,10,10,1,10,10,10,5,1,4,2,2,1,4,4,4,2,4,2,4,4,4,100,1,100,4,2,100,2,2,1,1,1,98,4,3,3,2,2,1,1,1,1,2,2,1,2,6,4,100,100,100,3,5,1,4,1,1,2,1,3,2,4,4,4,4,4,4,1,6,1,4,1,2,1,1,4,3,1,4,3,1,2,2,1,3,1,3,1,3,1,1,4,2,1,1,1,98,1,4,4,1,2,1,2,100,100,100,100,100,43,3,1,2,1,1, ,1,2,2,2,14,1,2,2, , ,6000,6000,100,100,10,10,100
322,2,4,5,2,2,4,2,2,4,2,2,1,4,2,2,3,1,5,5,2,5,5,4,3,2,1,5,4,5,5,4,1,2, ,1,1,3,3,2,4,3,2,3,4,7,1,5,10,8,4,6,10,10,8,1,4,1,1,4,1,3,1,4,4,2,2,2,4,100,2,100,4,2,100,2,3,1,2,4,3,2,1,1,1,1,4,1,1,1,1,1,1,2,6,5,100,100,100,3,5,1,3,1,1,4,4,1,4,3,1,1,4,4,3,3,7,4,1,1,4,1,4,4,3,1,4,3,3,4,1,3,3,1,4,2,3,1,3,4,2,2,2,2,2,1,4,4,2,2,1,2,100,100,100,100,100,24,1,1,4,1,2,4, , , ,1, ,1,3,1,2,3,1000,1000,100,100,5,3,100
522,2,4,5,2,2,4,2,2,4,2,2,3,1,2,2,2,1,5,5,4,3,2,4,4,4,1,3,3,5,5,4,1,2, ,2,3,3,1,2,3,3,2,98,4,98,98,1,1,2,98,3,1,5,5,2,4,3,98,2,98,4,1,98,2,2, ,2,1,100,4,100,2,1,100,3,1,2,1,98,3,2,1,1,1,1,4,4,1,1,2,98,98,2,6,5,100,100,100,4,3,1,2,2,2,3,2,3,3,2,1,1,4,4,1,1,1,2,3,1,4,2,2,3,2,1,4,2,2,3, , , ,3,3,3,3,1,1,4,1,1,1,1,1,1,3,4,2,2,1,2,100,100,100,100,100,33,2,2,4,1,2,2, , , ,2,3,1,2,1, ,2, ,2000,100,100, ,6,100
1138,2,4,5,2,2,4,2,4,2,2,2,2,2,3,2,4,1,3,2,3,3,3,4,3,1,1,4,2,2,5,3,1,2, ,1,3,1,4,1,1,1,1,1,4,4,1,1,9,1,4,1,1,5,5,2,3,1,1,1,3,4,2,2,3,2,2,2,3,100,2,100,4,2,100,2,3,3,3,2,3,1,1,1,1,1,4,1,1,1,2,2,2,2,6,4,100,100,100,1,5,1,4,1,1,1,3,3,3,3,1,1,2,4,1,1,1,3,3,1,3,3,1,2,1,1,4,2,2,3,3,3,1,3,3,3,3,1,1,4,1,1,2,2,1,1,3,3,2,2,1,2,100,100,100,100,100,32,2,2,4,1,2,2, , , ,2,13,1,1,1,2,2, ,3000,100,100, ,8,100
393,2,4,5,2,2,4,2,4,4,1,2,2,3,1,2,3,2,1,1,2,5,5,3,3,2,1,3,2,5,4,1,2,2, ,2,1,3,1,3,3,2,3,1,2,6,8,1,7,7,96,8,4,4,6,2,3,2,3,2,2,3,4,98,3,3,2,2,2,100,2,100,4,2,100,3,4,3,1,2,2,2,2,2,2,2,4,2,1,1,2,1,1,1,4,2,100,100,100,2,3,1,3,2,2,3,2,2,2,3,1,1,2,1,2,1,1,4,3,2,3,1,4,3,2,1,2,2,2,4,1,3,3,3,4,4,4,3,1,3,1,2,2,2,2,2,3,3,2,1,2,2,100,100,100,100,100,50,4,1,3,1,1, ,1,7,2,2,14,1,3,1,2,1,1500,1500,100,100,6,5,100
60,2,4,5,2,2,4,2,4,4,2,2,2,1,2,2,1,2,2,2,5,5,3,3,1,2,1,4,4,2,5,1,1,1,7,2,3,3,1,2,4,3,3,1,4,5,4,1,9,9,5,10,4,4,5,1,4,2,2,2,4,4,4,3,3,3,3,3,1,100,2,100,5,1,100,1,3,1,1,2,1,1,1,1,1,1,4,2,1,1,1,2,98,1,4,1,100,100,100,1,1,3,2,3,3,3,1,3,2,1,4,4,2,4,2,2, ,4,3,2,2,4,3,1,1,3,4,1,1,3,3,3,3,1,4,4,2,2,2,4,1,1,1,1,1,1,4,2,1,1,3,1,100,100,100,100,100,31,2,1,4,1,1, ,2,13,2,2,14,1,4,1,1,2,2500,2500,100,100,9,8,100
487,2,4,5,2,2,98,2,4,1,2,2,2,2,1,2,1,1,2,2,2,98,98,4,4,3,1,3,3,5,5,2,1,2, ,2,3,3,3,2,98,98,2,2,2,98,98,1,98,98,98,5,2,5,2,2,3,1,1,2,1,3,2,4,4,4,4,4,4,100,2,100,3,4,100,2,1,2,2,2,2,4,2,2,2,2,3,4,1,1,3,2,2,2,1,4,100,100,100,4,5,1,1,3,3,1,2,3,2,3,4,4,4,4,4,1,6,3,3,98,2,3,2,3,1,2,4,2,2,2,1,1,3,4,4,4,4,1,3,2,1,1,1,1,1,3,3,3,2,1,2,2,100,100,100,100,100,33,2,2,3,1,1, ,1,5,2,2,14,1,3,1,2,2,1200,2900,100,100,6,8,100
453,2,4,5,2,2,98,4,4,4,2,2,3,3,1,2,1,1,3,1,1,2,3,3,4,1,3,3,2,1,5,1,1,2, ,2,3,1,2,1,2,2,2,2,4,1,6,1,10,10,5,2,2,2,8,3,4,1,2,2,3,4,3,3,3,3,3,2,3,100,4,100,2,4,100,2,2,2,2,1,2,3,1,1,2,2,1,1,1,1,2,1,98,3,4,1,100,100,100,1,5,2,1,3,3,2,3,2,3,1,3,3,4,4,3,2, ,2,3,2,2,4,2,2,2,2,4,2,2,2,3,3,3,1,1,1,1,2,1,3,1,1,2,2,1,1,4,4,1,1,2,2,100,100,100,100,100,49,4,1,6,1,1, ,2,7,2,2,3,2, , , ,2,4000,4000,100,100,10,9,100
188,2,4,5,2,2,98,98,3,4,2,2,2,2,2,2,1,1,5,5,2,5,5,4,1,1,3,1,1,5,4,1,4,2, ,2,3,3,2,3,3,2,98,2,4,2,5,3,10,6,98,7,5,6,6,1,3,1,3,1,4,4,4,98,98,98,98,98,98,100,5,100,1,2,100,3,3,3,98,2,3,98,2,1,1,1,4,4,1,1,3,1,1,3,5,6,100,100,100,3,5,1,2,3,3,3,3,2,2,4,2,2,4,4,1,1,5,3,3,1,1,1,2,2,3,1,4,2,1,1,3,3,3,3,3,3,3,1,1,4,1,1,1,1,1,1,4,4,1,1,1,98,100,100,100,100,100,77,7,2,6,1,2,2, , , ,3, ,1,1,1,2,1,1000,3000,100,100,5,8,100
542,2,4,5,2,2,98,98,4,98,2,2,3,2,2,2,2,98,2,2,2,4,3,4,4,2,2,98,3,5,5,1,1,2, ,2,3,3,4,3,3,3,3,2,4,7,2,1,6,1,98,1,3,8,98,1,4,2,3,2,4,1,4,3,3,2,98,2,2,100,1,100,4,2,100,2,3,2,98,2,2,2,1,1,1,1,4,2,1,1,1,1,1,2,6,4,100,100,100,3,5,1,2,3,3,3,3,2,3,3,1,2,4,4,2,1,6,3,3,2,3,3,2,4,2,3,4,3,3,4,1,3,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,3,2,100,100,100,100,100,43,3,1,4,1,1, ,1,14,2,2, ,1,2,1,2, ,1500,4300,100,100,6,10,100
50,2,4,5,2,3,3,4,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,4,1,1,1,4,2,2,5,1,1,1,1,1,2,2,1,2,3,3,2,2,4,4,6,1,7,2,3,1,5,4,2,1,3,2,3,1,4,4,4,3,3,2,3,2,2,100,1,100,5,2,100,3,3,2,2,2,2,3,1,1,1,1,4,2,1,2,1,1,1,1,4,5,100,100,100,4,5,1,1,4,3,2,4,3,3,3,2,3,3,2,1,1,5,3,4,2,2,3,3,3,2,1,4,1,1,3,3,3,3,3,3,3,3,2,2,4,1,1,2,2,1,2,4,2,2,2,2,2,100,100,100,100,100,23,1,1,6,1,1, ,2,14,2,1, ,1,4,1,2,3,1000,1700,100,100,5,6,100
734,2,4,5,2,3,4,4,4,2,2,2,1,2,1,2,1,2,1,1,2,4,5,4,4,4,98,3,2,5,5,2,2,1,1,1,3,3,4,3,3,2,3,2,1,5,3,7,6,10,7,10,4,4,2,2,3,4,4,2,3,4,2,3,4,3,1,4,2,100,4,100,2,2,100,2,2,2,2,4,98,98,1,2,1,1,2,3,1,1,3,2,2,2,6,5,100,100,100,3,5,1,2,2,2,4,2,1,2,2,4,3,4,1,4,2, ,3,3,1,2,3,4,2,2,2,3,2,4,2,2,3,3,2,2,3,2,2,1,4,2,2,2,2,2,3,3,2,2,2,2,2,100,100,100,100,100,43,3,2,2,1,2,2, , , ,2, ,1,1,1,2,2, , ,100,100, , ,100
594,2,4,5,2,3,4,4,4,4,2,2,3,3,1,2,2,1,4,2,4,5,5,4,1,1,1,5,3,5,5,3,1,2, ,1,2,2,3,1,1,1,1,1,4,5,5,3,8,1,9,3,1,10,1,2,3,2,4,3,4,4,4,4,4,4,4,4,4,100,1,100,2,4,100,2,3,3,3,2,3,4,2,2,1,1,4,1,1,2,1,1,98,1,1,4,100,100,100,2,1,1,1,4,4,1,3,4,2,2,4,2,4,2,1,2,5,3,3,98,3,1,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3,1,1,2,1,2,2,2,2,1,4,2,1,1,2,2,100,100,100,100,100,32,2,2,5,1,2,2, , , ,2,7,1,2,1,2,1, ,4000,100,100, ,9,100
766,2,4,5,2,3,4,4,4,98,1,98,2,1,2,2,98,98,3,2,3,5,5,3,2,2,1,5,3,5,5,2,3,2, ,2,3,3,5,5,99,99,99,99,4,96,96,96,96,96,96,96,96,99,99,98,98,98,98,98,98,98,98,98,2,2,2,2,2,100,4,100,1,2,100,3,3,3,3,2,3,98,1,1,1,1,99,99,99,99,99,98,98,2,6,4,100,100,100,2,5,1,3,3,2,3,3,2,3,3,1,1,4,3,2,1,6,1,3,1,2,1,3,3,2,2,3,2,2,3,3,3,3,3,3,3,2,2,3,4,98,98,98,98,98,2,3,98,1,1,1,2,100,100,100,100,100,35,3,2,4,1,1, ,1,7,2,2,9,1,2,1,2,1,500,1500,100,100,3,5,100
65,2,4,5,2,4,1,4,1,4,2,1,1,2,1,2,1,1,3,1,4,1,5,4,4,4,1,5,2,5,5,3,2,2, ,1,3,3,2,4,2,2,3,2,1,10,10,10,10,10,10,10,10,10,1,2,3,3,1,2,4,2,1,3,4,4,3,2,2,100,5,100,1,3,100,1,2,2,3,2,2,1,1,1,2,1,4,1,1,1,1,2,2,2,6,4,100,100,100,4,5,1,1,4,3,3,2,2,3,3,1,1,2,4,2,1, ,4,3,1,3,1,2,3,3,1,4,3,2,4,3,3,3,1,2,4,2,3,1,3,1,1,2,2,1,1,4,1,2,2,1,1,100,100,100,100,100,40,3,1,4,1,2,4, , , ,2, ,1,3,1,1,1,500,500,100,100,3,2,100
327,2,4,5,2,4,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,5,2,4,1,1,1,4,2,4,5,2,1,1,3,1,2,3,2,3,3,3,2,1,4,4,6,5,9,8,6,7,7,4,5,3,4,1,2,2,4,4,4,5,3,2,2,3,2,100,1,100,5,4,100,2,2,2,2,2,2,4,1,1,2,2,3,1,1,1,1,1,1,1,4,2,100,100,100,3,5,1,1,3,3,3,2,2,2,2,3,3,2,2,1,1,6,4,3,2,2,3,2,1,2,2,3,2,2,2,3,3,3,3,3,3,3,1,1,4,1,1,1,1,1,3,4,3,98,1,3,1,100,100,100,100,100,40,3,1,6,1,1, ,2,13,2,2,14,1,3,1,2,2,1700,1700,100,100,7,6,100
702,2,4,5,2,4,2,2,4,4,2,1,1,3,2,2,99,1,5,5,5,5,5,4,4,2,1,4,3,2,5,4,1,1,1,1,3,3,3,2,2,2,2,2,4,3,5,6,3,1,9,9,10,10,1,2,4,4,2,2,2,1,1,4,3,3,2,2,2,100,4,100,5,4,100,2,2,2,2,4,3,4,1,1,1,1,98,98,98,98,98,2,2,2,6,1,100,100,100,2,1,1,3,2,2,4,2,2,3,3,1,1,2,2,2,2,1,2,3,2,4,98,98,3,3,2,1,3,3,4,2,2,2,2,3,3,3,2,1,2,98,98,98,98,98,4,98,2,1,2,2,2,100,100,100,100,100,22,1,1,3,1,1, ,1,7,2,2, ,1,1,1,2,2,2000,2000,100,100,7,6,100
1031,2,4,5,2,4,2,4,4,2,1,1,2,3,1,2,1,1,2,5,2,3,3,4,1,1,5,4,4,2,5,4,2,1,1,1,2,3,2,1,2,2,2,3,4,8,8,3,8,8,8,8,1,6,2,1,4,4,3,2,4,4,4,4,4,3,3,2,3,100,4,100,1,2,100,2,1,1,1,2,3,4,1,1,1,2,4,2,1,1,1,1,1,1,4,5,100,100,100,1,1,1,2,2,3,1,2,3,2,3,2,2,2,4,2,1,6,4,3,2,4,1,1,2,2,1,3,2,2,3,1,1,1,2,2,2,2,3,2,4,1,2,2,98,98,2,3,3,2,1,3,1,100,100,100,100,100,22,1,1,4,1,2,3, , , ,1, ,1,3,1,2,2, ,1500,100,100, ,5,100
546,2,4,5,2,4,3,2,2,4,2,2,3,2,1,2,2,2,4,2,2,3,4,3,2,1,1,2,3,5,5,3,2,1,4,1,3,3,3,4,2,2,2,2,3,5,98,98,98,6,98,8,1,2,1,2,2,1,2,4,2,4,2,3,4,4,4,2,3,100,1,100,5,2,100,2,1,2,1,2,3,4,1,1,1,1,4,2,1,1,1,2,2,2,6,5,100,100,100,3,5,1,3,2,2,3,3,2,2,2,4,2,3,3,4,1, ,2,3,2,2,3,3,2,2,2,3,2,2,2,3,2,1,2,3,3,3,3,1,3,1,1,98,98,98,4,3,3,2,2,2,2,100,100,100,100,100,42,3,2,4,1,2,2, , , ,2,14,1,1,1,2,2, ,3500,100,100, ,9,100
83,2,4,5,2,4,3,4,2,3,1,2,2,2,1,1,1,1,2,2,2,2,2,4,3,1,1,4,4,1,5,1,2,2, ,1,3,2,2,4,2,3,2,2,3,4,6,5,7,1,6,5,5,5,2,2,4,2,2,2,4,2,2,4,3,5,2,3,3,100,1,100,4,3,100,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,4,100,100,100,3,3,1,2,3,3,3,2,2,2,1,2,1,2,2,3,1, ,4,3,1,3,1,3,3,2,1,2,2,2,3,2,3,3,2,3,3,3,98,1,3,1,1,2,2,2,4,2,2,2,1,2,2,100,100,100,100,100,23,1,1,4,1,1, ,1,5,1,1, ,1,1,1,1,2,1700,4200,100,100,7,10,100
547,2,4,5,2,4,4,2,4,4,1,2,4,2,1,1,4,1,4,2,2,4,2,4,2,1,1,98,2,1,5,3,2,1,1,2,2,2,2,1,2,2,4,4,3,3,2,4,7,5,10,10,1,1,3,1,3,1,1,2,4, ,1,4,3,2,4,4,2,100,2,100,4,2,100,2,1,4,2,2,4,4,1,1,2,1,4,1,1,1,1,98,1,2,1,4,100,100,100,4,5,1,3,3,2,3,2,1,3,3,1,1,3,3,3,1,1,1,3,1,3,1,3,1,4,3,1,2,2,3,3,3,3,4,3,4,3,4,1,4,1,1,1,1,1,1,4,4,2,1,1,2,100,100,100,100,100,29,2,1,3,1,2,4, , , ,2, ,1,2,1,2,2, ,400,100,100, ,1,100
962,2,4,5,2,4,4,4,2,2,1,1,2,2,1,1,1,1,2,1,1,3,4,3,3,2,1,3,3,5,5,4,1,2, ,1,2,2,4,1,4,3,4,2,1,4,1,1,7,9,7,9,8,8,1,2,4,2,2,2,4,4,4,3,3,2,3,3,4,100,1,100,5,4,100,2,4,2,2,4,2,4,2,1,1,2,4,4,1,1,2,1,1,2,6,4,100,100,100,3,5,1,1,2,3,2,3,3,2,4,1,1,4,4,2,2,1,2,2,1,2,1,2,2,2,1,3,3,2,4,2,3,3,1,1,3,2,1,1,4,1,1,2,2, ,1,4,4,1,1,1,1,100,100,100,100,100, , ,1,4,1,2,3, , , ,1, ,1,3,1,1,2, ,1500,100,100, ,5,100
777,2,4,5,2,4,4,4,2,4,2,2,2,3,1,2,2,1,2,5,3,4,4,4,2,1,1,4,3,3,5,1,1,1,4,1,3,2,3,4,2,2,3,2,4,1,1,1,10,5,5,9,1,1,1,2,4,1,3,1,4,4,4,4,4,4,4,4,4,100,1,100,5,4,100,1,1,1,1,1,2,3,2,2,3,2,2,2,2,2,2,2,1, ,4,4,100,100,100,3,1,1,2,3,3,2,3,3,2,2,4,4,3,4,2,3, ,2,4,2,3,2,2,2,2,2,4,2,2,2,3,3,3,2,4,4,4,2,2,3,1,1,1,1,1,3,3,2,1,1,3,1,100,100,100,100,100,48,4,2,6,1,1, ,1,3, ,2, ,1,1,1,2,2,1000,3000,100,100,5,8,100
1170,2,4,5,2,4,4,4,4,2,1,2,4,2,1,1,1,2,3,2,2,2,4,4,1,1,3,4,2,4,5,1,1,1,1,2,2,2,3,2,4,4,4,1,4,1,7,1,6,10,7,2,1,5,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,100,5,100,3,4,100,4,4,1,1,2,2,3,2,2,2,1,4,2,4,4,1,1,2,2,4,5,100,100,100,4,3,2,1,4,4,1,4,4,1,4,2,4,2,1,2,1,4,4,4,1,1,3,4,1,1,4,4,1,1,1,3,3,3,1,4,4,4,4,3,2,2,1,2,2,2,1,4,3,2,1,1,2,100,100,100,100,100,21,1,2,5,1,1, ,2,5,2,1, ,1,3,1,2,2,800,2700,100,100,4,8,100
479,2,4,5,2,4,4,4,4,3,2,2,2,2,2,2,1,1,2,2,3,1,4,4,4,4,97,3,4,1,5,1,2,1,1,2,3,3,2,4,3,2,3,2,4,98,98,1,98,10,98,10,1,3,1,1,4,3,2,2,4,4,4,4,4,4,4,4,4,100,2,100,1,4,100,2,1,2,2,3,4,4,1,1,1,1,4,4,1,1,1,98,98,2,4,3,100,100,100,2,3,4,2,2,2,3,2,2,2,2,4,4,4,4,2,1, ,4,3,2,2,2,2,3,2,3,3,2,2,3,1,1,1,2,3,3,2,2,1,4,2,1,1,1,1,2,3,3,2,1,2,1,100,100,100,100,100, , ,1,4,1,1, ,1,5,2,2, ,1,4,1,2,3,8000, ,100,100,10, ,100
821,2,4,5,2,4,4,4,4,4,1,1,2,2,1,2,1,1,1,1,4,4,5,4,1,1,1,5,4,1,5,1,1,2, ,1,2,3,2,4,3,1,3,1,4,1,1,1,10,1,10,10,10,1,1,1,4,4,1,1,4,4,4,4,4,4,4,4,4,100,5,100,1,4,100,1,2,1,1,2,2,4,1,1,1,1,4,4,4,1,1,1,1,1,1,2,100,100,100,1,5,1,1,4,4,1,2,3,4,2,1,2,3,3,1,1,5,3,4,98,1,4,2,3,1,3,4,1,1,2,3,3,3,1,3,4,4,1,1,4,1,1,1,1,1,1,4,3,1,1,3,99,100,100,100,100,100,19,1,1,6,1,1, ,1,7,2,1, ,2, , , ,2, , ,100,100, , ,100
486,2,4,5,2,4,4,4,4,4,1,1,3,2,1,1,1,2,3,1,3,2,3,4,2,1,1,5,4,5,5,3,1,2, ,2,3,3,1,4,1,2,3,1,4,6,98,1,9,1,9,10,1,10,1,1,3,3,1,1,4,4,4, ,4,4,4,4,4,100,5,100,1,4,100,1,1,1,1,3,2,4,1,1,1,1,3,1,1,3,1,2,2,2,6,4,100,100,100,2,5,1,1,3,3,2,2,3,2,4,2,2,4,4,3,1,6,2,3,2,3,2,2,3,2,1,3,3,2,3,1,3,3,2,2,3,3,2,1,4,1,1,2,1,2,1,3,3,1,1,1,1,100,100,100,100,100,35,3,1,4,1,1, ,2,14,2,2,14,1,4,1,2,2,3500,3500,100,100,10,9,100
221,2,4,5,2,4,4,4,4,4,2,1,2,3,2,2,2,2,3,2,3,3,3,3,3,2,1,1,2,1,5,4,1,2, ,1,3,3,4,1,3,2,3,2,3,10,6,10,2,10,4,10,1,1,1,2,3,2,2,2,2,2,1,2,3,5,3,3,2,100,1,100,4,2,100,3,2,3,2,4,3,2,2,2,2,1,1,3,1,1,1,2,2,2,1,2,100,100,100,3,5,1,1,2,3,2,2,3,2,4,4,4,1,4,3,4,6,4,3,3,2,2,3,2,2,1,3,2,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,3,2,100,100,100,100,100,40,3,2,3,1,2,2, , , ,2,5,1,1,1,2,1,0,2000,100,100,1.5,6,100
199,2,4,5,2,4,4,4,4,4,2,2,2,2,1,2,1,2,5,2,3,3,5,3,2,1,1,4,98,5,5,2,2,2, ,2,2,3,3,4,98,2,2,98,4,5,6,1,4,9,7,9,1,1,98,2,3,98,3,4,2,2,2,98,98,98,98,98,98,100,2,100,1,4,100,3,3,3,3,4,2,2,2,2,2,2,4,1,1,1,4,2,2,1,1,4,100,100,100,3,6,1,2,3,3,3,3,2,2,3,1,1,1,4,1,4,1,2,2,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,98,2,2,2,2,2,2,3,3,2,1,3,1,100,100,100,100,100,65,6,2,2,1,2,2, , , ,2,14,1,1,1,2,1,1300,1300,100,100,6,5,100
330,2,4,5,2,4,4,4,4,4,2,2,2,2,2,2,4,1,4,3,3,3,3,4,3,1,1,3,2,3,3,1,2,2, ,2,3,3,1,2,2,2,2,2,4,10,1,1,1,10,1,10,1,6,1,4,3,3,3,4,4,4,4,4,4,3,3,3,3,100,5,100,4,4,100,4,4,2,2,1,3,1,1,1,1,1,4,4,1,2,2,98,98,2,6,1,100,100,100,3,5,1,1,3,3,1,1,4,2,3,4,4,4,4,4,4, ,4,2,3,2,3,3,2,3,1,1,3,4,4,3,3,1,4,4,4,4,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,100,100,100,100,100,20,1,1,3,1,2,4, , , ,1, ,1,4,1,1,3,0,0,100,100,1.5,1,100
478,2,4,5,2,4,4,4,4,4,2,2,2,4,2,2,4,2,2,2,2,2,5,3,3,2,1,3,3,5,5,3,2,2, ,1,3,3,4,3,98,2,2,2,4,98,7,5,98,10,98,5,3,3,98,3,3,2,2,4,3,4,1,2,4,1,2,2,4,100,1,100,2,4,100,98,98,3,3,4,4,2,2,1,1,1,3,3,3,3,3,98,98,1,6,4,100,100,100,3,5,2,3,2,2,2,2,2,2,4,1,1,1,4,3,1,1,3,2,2,2,3,3,2,2,1,3,2,2,2,1,2,1,2,3,3,3,2,1,2,1,1,98,98,98,3,3,3,2,2,2,2,100,100,100,100,100,32,2,2,2,1,2,2, , , ,3, ,1,5,1,2,2,2600,2600,100,100,9,8,100
727,2,4,5,2,4,4,4,4,4,2,2,4,2,2,2,3,1,3,2,3,4,4,4,1,1,1,5,4,5,5,4,4,2, ,2,3,3,2,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,2,4,4,4,4,5,4,3,4,100,4,100,2,4,100,4,4,4,3,4,3,4,1,1,1,1,4,4,2,1,2,1,1,2,6,5,100,100,100,4,5,2,3,2,4,4,1,4,4,1,1,4,4,3,2,2,1,1,4,1,2,1,4,4,1,1,3,3,1,4,3,3,3,4,4,4,4,2,3,4,2,2,2,2,2,1,4,4,2,2,2,2,100,100,100,100,100,36,3,2,3,1,2, , , , ,2,7,1,1,1,2,1, ,1200,100,100, ,4,100
177,2,4,5,2,4,98,4,2,4,2,2,3,2,2,2,1,1,5,2,2,5,5,3,3,2,1,3,2,5,5,2,1,2, ,1,3,2,4,3,2,2,2,1,4,7,5,1,9,6,6,5,2,4,4,1,3,2,2,4,2,4,3,4,4,4,4,4,2,100,4,100,5,2,100,3,3,2,2,2,4,1,1,1,1,1,4,4,1,1,1,98,98,2,1,3,100,100,100,2,5,1,2,2,2,2,1,1,1,4,1,1,1,3,1,1,1,4,4,2,2,4,2,2,2,3,3,2,2,2,3,3,3,2,3,3,2,2,1,4,1,1,1,1,1,2,4,3,1,1,98,98,100,100,100,100,100,50,4,2,5,1,2,2, , , ,2,4,1,1,1,2,2,0,3000,100,100,1.5,8,100
11,2,4,5,3,1,1,1,1,1,2,2,1,2,1,2,1,1,2,5,2,5,3,2,2,4,2,1,2,5,5,3,1,2, ,1,3,3,1,2,3,2,2,4,1,10,9,1,10,1,10,1,10,10,5,2,3,2,1,1,2,3,4,3,3,4,3,4,3,100,1,100,2,4,100,3,4,2,3,2,2,2,1,1,1,1,3,2,2,1,2,2,2,2,1,2,100,100,100,4,5,1,3,3,3,2,2,2,4,4,1,1,4,4,4,1,1,1,2,1,3,1,3,3,2,1,3,1,1,4,1,1,1,4,4,4,3,2,1,98,1,1,1,1,1,4,3,3,2,2,4,2,100,100,100,100,100,27,2,1,2,1,2,4, , , ,1, ,1,3,1,2,2,1000,1000,100,100,5,3,100
181,2,4,5,3,1,2,2,2,2,2,2,3,3,2,2,1,2,2,2,2,5,5,3,98,2,1,3,1,5,5,2,1,2, ,2,3,3,2,4,4,4,2,1,4,5,8,10,1,10,5,10,1,5,8,1,3,2,2,2,4,4,2,3,3,2,2,2,4,100,5,100,1,2,100,2,1,2,2,1,2,2,1,1,1,1,4,1,1,2,1,1,1,2,1,4,100,100,100,2,5,1,1,3,3,3,2,2,2,3,4,1,2,2,4,1,6,4,4,1,3,1,3,2,3,1,3,2,1,3,3,3,3,1,1,1,1,98,2,3,1,2,98,98,98,1,4,4,2,1,3,1,100,100,100,100,100,41,3,1,5,1,1, ,1,13,2,2,14,1,3,1,2,2,200,500,100,100,3,2,100
111,2,4,5,3,1,2,4,2,1,1,2,2,2,1,1,1,1,4,2,2,5,4,4,1,1,2,2,2,5,5,2,1,2, ,1,3,2,1,4,1,2,2,1,1,1,3,1,4,1,4,1,1,3,10,1,4,1,2,2,4,4,4,2,2,1,1,2,1,100,2,100,1,1,100,2,1,2,2,1,4,1,1,2,1,1,4,1,1,1,1,1,1,1,4,6,100,100,100,1,5,1,3,3,3,3,4,3,2,1,2,2,4,4,2,1,6,4,4,2,2,2,3,2,2,2,3,2,2,3,2,3,3,2,2,2,1,2,1,2,1,1,2,2,2,3,2,3,2,1,2,1,100,100,100,100,100,38,3,2,4,1,2,2, , , ,2,14,1,1,1,2,1,0,800,100,100,1.5,3,100
